father,mother,midparentHeight,children,parents_product,parents_average,father_midparent_interaction,children_father_interaction,childHeight
67.0,66.2,69.248,5.0,4435.400000000001,66.6,4639.616,335.0,61.0
67.0,66.5,69.41,1.0,4455.5,66.75,4650.469999999999,67.0,61.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,60.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,60.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,60.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,56.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,67.5
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,67.0
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,66.5
67.0,66.0,69.14,8.0,4422.0,66.5,4632.38,536.0,60.0
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,69.0
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,68.0
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,65.0
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,64.7
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,64.0
67.0,65.0,68.6,6.0,4355.0,66.0,4596.2,402.0,64.0
67.0,65.5,68.87,5.0,4388.5,66.25,4614.29,335.0,63.0
67.0,65.5,68.87,5.0,4388.5,66.25,4614.29,335.0,65.0
67.0,65.5,68.87,5.0,4388.5,66.25,4614.29,335.0,65.0
67.0,65.5,68.87,5.0,4388.5,66.25,4614.29,335.0,62.0
67.0,65.5,68.87,5.0,4388.5,66.25,4614.29,335.0,61.0
67.0,65.5,68.87,4.0,4388.5,66.25,4614.29,268.0,72.7
67.0,65.5,68.87,4.0,4388.5,66.25,4614.29,268.0,72.7
67.0,65.5,68.87,4.0,4388.5,66.25,4614.29,268.0,71.5
67.0,65.5,68.87,4.0,4388.5,66.25,4614.29,268.0,65.5
67.0,65.0,68.6,3.0,4355.0,66.0,4596.2,201.0,63.5
67.0,65.0,68.6,3.0,4355.0,66.0,4596.2,201.0,71.0
67.0,65.0,68.6,3.0,4355.0,66.0,4596.2,201.0,73.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,71.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,70.7
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,70.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,69.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,68.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,65.5
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,62.0
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,69.7
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,67.5
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,65.5
67.5,65.0,68.85,11.0,4387.5,66.25,4647.375,742.5,65.0
67.0,64.0,68.06,4.0,4288.0,65.5,4560.02,268.0,64.5
67.0,64.0,68.06,4.0,4288.0,65.5,4560.02,268.0,63.5
67.0,64.0,68.06,4.0,4288.0,65.5,4560.02,268.0,70.0
67.0,64.0,68.06,4.0,4288.0,65.5,4560.02,268.0,69.0
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,65.5
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,65.5
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,63.0
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,70.0
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,67.7
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,63.0
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,60.0
67.0,63.5,67.78999999999999,8.0,4254.5,65.25,4541.929999999999,536.0,65.0
67.0,63.0,67.52000000000001,3.0,4221.0,65.0,4523.840000000001,201.0,62.0
67.0,63.0,67.52000000000001,3.0,4221.0,65.0,4523.840000000001,201.0,62.0
67.0,63.0,67.52000000000001,3.0,4221.0,65.0,4523.840000000001,201.0,71.0
67.5,62.0,67.23,5.0,4185.0,64.75,4538.025000000001,337.5,69.0
67.5,62.0,67.23,5.0,4185.0,64.75,4538.025000000001,337.5,64.0
67.5,62.0,67.23,5.0,4185.0,64.75,4538.025000000001,337.5,64.0
67.5,62.0,67.23,5.0,4185.0,64.75,4538.025000000001,337.5,63.0
67.5,62.0,67.23,5.0,4185.0,64.75,4538.025000000001,337.5,63.0
67.0,61.0,66.44,1.0,4087.0,64.0,4451.48,67.0,63.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,63.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,63.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,62.5
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,62.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,71.5
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,70.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,67.0
66.0,67.0,69.18,8.0,4422.0,66.5,4565.88,528.0,67.0
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,71.0
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,70.2
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,69.2
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,68.5
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,68.0
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,67.0
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,65.5
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,63.5
66.0,67.0,69.18,9.0,4422.0,66.5,4565.88,594.0,69.0
66.0,66.0,68.64,5.0,4356.0,66.0,4530.24,330.0,68.0
66.0,66.0,68.64,5.0,4356.0,66.0,4530.24,330.0,63.0
66.0,66.0,68.64,5.0,4356.0,66.0,4530.24,330.0,70.0
66.0,66.0,68.64,5.0,4356.0,66.0,4530.24,330.0,69.5
66.0,66.0,68.64,5.0,4356.0,66.0,4530.24,330.0,69.0
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,68.5
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,66.0
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,67.0
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,70.5
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,70.5
66.0,66.0,68.64,6.0,4356.0,66.0,4530.24,396.0,67.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,66.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,66.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,62.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,62.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,61.5
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,72.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,65.0
66.5,65.0,68.35,8.0,4322.5,65.75,4545.275,532.0,65.0
66.0,65.5,68.37,5.0,4323.0,65.75,4512.42,330.0,67.0
66.0,65.5,68.37,5.0,4323.0,65.75,4512.42,330.0,64.0
66.0,65.5,68.37,5.0,4323.0,65.75,4512.42,330.0,64.0
66.0,65.5,68.37,5.0,4323.0,65.75,4512.42,330.0,62.0
66.0,65.5,68.37,5.0,4323.0,65.75,4512.42,330.0,60.0
66.0,63.0,67.02000000000001,1.0,4158.0,64.5,4423.320000000001,66.0,60.0
66.0,63.5,67.28999999999999,2.0,4191.0,64.75,4441.139999999999,132.0,66.0
66.0,63.5,67.28999999999999,2.0,4191.0,64.75,4441.139999999999,132.0,65.0
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,67.0
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,66.5
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,65.5
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,72.0
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,68.0
66.5,63.0,67.27000000000001,6.0,4189.5,64.75,4473.455000000001,399.0,66.0
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,65.0
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,62.0
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,61.0
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,68.7
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,68.5
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,66.5
66.5,62.5,67.0,7.0,4156.25,64.5,4455.5,465.5,64.5
66.0,61.5,66.21000000000001,1.0,4059.0,63.75,4369.860000000001,66.0,62.5
66.0,60.0,65.4,4.0,3960.0,63.0,4316.400000000001,264.0,60.5
66.0,60.0,65.4,4.0,3960.0,63.0,4316.400000000001,264.0,60.5
66.0,60.0,65.4,4.0,3960.0,63.0,4316.400000000001,264.0,57.5
66.0,60.0,65.4,4.0,3960.0,63.0,4316.400000000001,264.0,72.0
66.0,60.0,65.4,1.0,3960.0,63.0,4316.400000000001,66.0,71.0
65.0,67.0,68.68,4.0,4355.0,66.0,4464.200000000001,260.0,67.0
65.0,67.0,68.68,4.0,4355.0,66.0,4464.200000000001,260.0,66.0
65.0,67.0,68.68,4.0,4355.0,66.0,4464.200000000001,260.0,65.0
65.0,67.0,68.68,4.0,4355.0,66.0,4464.200000000001,260.0,70.0
65.0,67.0,68.68,1.0,4355.0,66.0,4464.200000000001,65.0,64.5
65.0,66.0,68.14,4.0,4290.0,65.5,4429.1,260.0,62.0
65.0,66.0,68.14,4.0,4290.0,65.5,4429.1,260.0,67.2
65.0,66.0,68.14,4.0,4290.0,65.5,4429.1,260.0,67.0
65.0,66.0,68.14,4.0,4290.0,65.5,4429.1,260.0,65.0
65.0,66.0,68.14,5.0,4290.0,65.5,4429.1,325.0,65.0
65.0,66.0,68.14,5.0,4290.0,65.5,4429.1,325.0,65.0
65.0,66.0,68.14,5.0,4290.0,65.5,4429.1,325.0,63.0
65.0,66.0,68.14,5.0,4290.0,65.5,4429.1,325.0,70.0
65.0,66.0,68.14,5.0,4290.0,65.5,4429.1,325.0,68.0
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,63.5
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,62.5
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,62.5
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,62.5
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,62.5
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,70.0
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,68.0
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,67.0
65.0,65.0,67.6,9.0,4225.0,65.0,4394.0,585.0,65.0
65.0,65.5,67.87,2.0,4257.5,65.25,4411.55,130.0,60.0
65.0,65.5,67.87,2.0,4257.5,65.25,4411.55,130.0,65.0
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,65.0,67.6,6.0,4225.0,65.0,4394.0,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,64.0,67.06,6.0,4160.0,64.5,4358.900000000001,390.0,
65.0,63.0,66.52000000000001,2.0,4095.0,64.0,4323.800000000001,130.0,
65.0,63.0,66.52000000000001,2.0,4095.0,64.0,4323.800000000001,130.0,
65.0,63.0,66.52000000000001,3.0,4095.0,64.0,4323.800000000001,195.0,
65.0,63.0,66.52000000000001,3.0,4095.0,64.0,4323.800000000001,195.0,66.5
65.0,63.0,66.52000000000001,3.0,4095.0,64.0,4323.800000000001,195.0,66.0
65.5,63.0,66.77000000000001,4.0,4126.5,64.25,4373.435,262.0,66.0
65.5,63.0,66.77000000000001,4.0,4126.5,64.25,4373.435,262.0,65.0
65.5,63.0,66.77000000000001,4.0,4126.5,64.25,4373.435,262.0,63.0
65.5,63.0,66.77000000000001,4.0,4126.5,64.25,4373.435,262.0,63.0
65.5,60.0,65.15,5.0,3930.0,62.75,4267.325000000001,327.5,63.0
65.5,60.0,65.15,5.0,3930.0,62.75,4267.325000000001,327.5,63.0
65.5,60.0,65.15,5.0,3930.0,62.75,4267.325000000001,327.5,60.0
65.5,60.0,65.15,5.0,3930.0,62.75,4267.325000000001,327.5,67.0
65.5,60.0,65.15,5.0,3930.0,62.75,4267.325000000001,327.5,66.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,65.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,65.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,61.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,69.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,68.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,68.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,65.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,65.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,62.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,62.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,61.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,59.0
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,70.7
64.0,64.0,66.56,7.0,4096.0,64.0,4259.84,448.0,65.5
63.0,63.5,65.78999999999999,2.0,4000.5,63.25,4144.7699999999995,126.0,69.2
63.0,63.5,65.78999999999999,2.0,4000.5,63.25,4144.7699999999995,126.0,69.0
62.0,66.0,66.64,3.0,4092.0,64.0,4131.68,186.0,68.0
62.0,66.0,66.64,3.0,4092.0,64.0,4131.68,186.0,67.7
62.0,66.0,66.64,3.0,4092.0,64.0,4131.68,186.0,64.5
